course1,course2,course3,count
24,149,189,1
24,150,167,1
24,150,169,1
24,150,172,1
24,150,177,1
24,150,183,1
24,150,196,1
24,151,167,1
24,151,179,1
24,151,183,1
24,152,153,1
24,152,164,1
24,152,176,1
24,152,188,1
24,153,167,1
24,153,175,1
24,153,178,1
24,153,182,1
24,153,191,1
24,153,198,1
24,154,158,1
24,154,198,1
24,155,185,1
24,156,157,1
24,156,176,1
24,156,178,1
24,156,179,1
24,157,160,1
24,157,166,1
24,157,182,1
24,157,183,1
24,158,179,1
24,158,183,1
24,159,162,1
24,159,166,1
24,159,180,2
24,159,190,1
24,159,194,1
24,160,165,1
24,160,173,1
24,160,186,1
24,160,189,1
24,160,190,1
24,162,168,1
24,163,171,1
24,163,175,1
24,163,192,1
24,164,169,1
24,164,182,1
24,164,196,1
24,165,172,1
24,165,177,1
24,165,180,1
24,165,198,1
24,167,177,1
24,167,186,1
24,167,189,2
24,168,190,1
24,169,171,1
24,170,178,1
24,171,182,1
24,171,186,1
24,172,176,1
24,172,179,1
24,173,184,1
24,174,183,1
24,175,177,1
24,175,189,1
24,175,198,1
24,178,196,1
24,179,196,1
24,181,196,1
24,185,189,1
24,185,195,1
24,186,198,1
24,188,197,1
24,189,190,1
24,189,197,1
24,190,198,1
24,196,197,1
24,196,199,1
25,26,38,2
25,26,45,1
25,26,52,1
25,26,59,1
25,26,81,1
25,26,93,1
25,26,99,1
25,26,114,1
25,26,120,1
25,26,127,1
25,26,137,1
25,26,141,1
25,26,142,1
25,26,143,1
25,26,144,1
25,26,165,1
25,26,182,1
25,26,193,1
25,27,29,1
25,27,33,1
25,27,44,1
25,27,95,1
25,27,105,1
25,27,122,1
25,27,142,1
25,27,144,1
25,27,159,1
25,27,194,1
25,28,37,1
25,28,56,2
25,28,63,1
25,28,66,1
25,28,116,1
25,28,134,1
25,28,151,1
25,28,158,1
25,28,172,1
25,28,185,1
25,29,32,1
25,29,33,1
25,29,55,1
25,29,68,1
25,29,96,1
25,29,103,1
25,29,108,1
25,29,128,2
25,29,138,1
25,29,141,1
25,29,144,1
25,29,189,1
25,29,196,1
25,30,40,1
25,30,54,1
25,30,76,1
25,30,99,1
25,30,100,1
25,30,113,1
25,30,131,1
25,30,146,1
25,30,149,1
25,30,158,1
25,30,159,1
25,30,170,1
25,30,175,1
25,31,35,1
25,31,41,1
25,31,53,1
25,31,57,1
25,31,60,1
25,31,105,1
25,31,119,1
25,31,126,1
25,31,154,1
25,31,158,1
25,31,176,1
25,31,190,1
25,31,192,1
25,31,196,2
25,32,37,1
25,32,40,1
25,32,67,1
25,32,102,1
25,32,108,1
25,32,119,2
25,32,132,1
25,32,146,1
25,32,160,1
25,32,165,1
25,32,176,1
25,33,40,1
25,33,63,1
25,33,83,1
25,33,91,1
25,33,106,1
25,33,110,1
25,33,117,2
25,33,148,1
25,33,158,1
25,33,168,1
25,33,172,1
25,33,187,1
25,34,56,1
25,34,59,2
25,34,71,1
25,34,86,1
25,34,88,2
25,34,89,1
25,34,96,1
25,34,103,1
25,34,104,1
25,34,108,1
25,34,113,1
25,34,118,1
25,34,124,1
25,34,151,1
25,34,159,1
25,34,172,1
25,34,174,1
25,34,177,1
25,34,185,1
25,34,187,1
25,34,189,1
25,34,190,1
25,34,192,1
25,35,42,1
25,35,59,1
25,35,61,2
25,35,108,1
25,35,163,1
25,35,166,1
25,35,182,1
25,35,192,1
25,36,42,1
25,36,70,1
25,36,81,1
25,36,83,1
25,36,86,1
25,36,106,1
25,36,127,1
25,36,149,1
25,36,153,1
25,36,162,1
25,36,172,1
25,36,182,1
25,37,42,1
25,37,44,2
25,37,46,1
25,37,49,1
25,37,59,1
25,37,66,1
25,37,68,1
25,37,90,1
25,37,100,1
25,37,110,1
25,37,116,1
25,37,119,1
25,37,132,1
25,37,154,1
25,37,159,1
25,37,190,1
25,37,193,1
25,37,195,1
25,38,87,1
25,38,97,1
25,38,113,1
25,38,160,1
25,38,172,1
25,39,63,1
25,39,89,1
25,39,98,1
25,39,101,1
25,39,112,1
25,39,127,1
25,39,139,1
25,39,152,1
25,39,155,1
25,39,165,1
25,39,169,1
25,39,178,1
25,39,193,1
25,39,199,1
25,40,53,2
25,40,59,1
25,40,94,1
25,40,109,1
25,40,114,1
25,40,124,1
25,40,143,2
25,40,155,2
25,40,162,1
25,40,163,1
25,40,167,1
25,40,177,1
25,41,48,1
25,41,49,1
25,41,53,1
25,41,54,1
25,41,69,1
25,41,86,1
25,41,99,1
25,41,101,1
25,41,108,2
25,41,130,1
25,41,136,1
25,41,152,1
25,41,183,1
25,41,195,1
25,41,198,1
25,42,66,1
25,42,74,1
25,42,90,1
25,42,92,1
25,42,93,1
25,42,105,1
25,42,116,1
25,42,164,1
25,42,165,1
25,42,167,1
25,42,174,1
25,42,195,1
25,43,45,2
25,43,50,1
25,43,56,1
25,43,58,1
25,43,60,1
25,43,77,1
25,43,128,1
25,43,138,1
25,43,139,1
25,43,147,1
25,43,183,1
25,43,187,1
25,43,189,1
25,43,196,1
25,44,54,1
25,44,62,1
25,44,65,1
25,44,66,1
25,44,101,1
25,44,107,1
25,44,111,1
25,44,138,1
25,44,150,1
25,44,157,1
25,44,159,1
25,44,173,1
25,44,174,1
25,44,184,1
25,45,53,1
25,45,65,1
25,45,75,1
25,45,79,1
25,45,135,1
25,45,153,1
25,45,155,1
25,45,159,1
25,45,163,1
25,45,168,1
25,45,169,2
25,45,192,1
25,46,64,1
25,46,98,1
25,46,108,1
25,46,173,1
25,46,181,1
25,46,186,1
25,47,66,1
25,47,72,1
25,47,74,1
25,47,76,1
25,47,81,1
25,47,106,1
25,47,117,1
25,47,158,1
25,47,164,1
25,47,168,1
25,47,188,1
25,47,189,1
25,47,193,1
25,47,199,1
25,48,50,1
25,48,62,1
25,48,69,1
25,48,111,1
25,48,116,1
25,48,120,2
25,48,123,1
25,48,146,1
25,48,175,1
25,48,196,1
25,48,197,1
25,49,58,2
25,49,75,1
25,49,92,2
25,49,113,1
25,49,124,1
25,49,127,1
25,49,129,1
25,49,139,1
25,50,52,1
25,50,64,1
25,50,91,1
25,50,98,1
25,50,105,1
25,50,109,1
25,50,117,1
25,50,119,1
25,50,130,1
25,50,131,1
25,50,138,1
25,50,144,1
25,50,188,1
25,50,197,1
25,50,199,1
25,51,55,1
25,51,84,1
25,51,96,1
25,51,105,1
25,51,132,1
25,51,135,1
25,51,141,1
25,51,172,1
25,51,183,1
25,51,198,1
25,52,54,1
25,52,60,1
25,52,68,1
25,52,74,1
25,52,78,1
25,52,83,1
25,52,84,1
25,52,91,1
25,52,93,1
25,52,95,1
25,52,139,1
25,52,146,1
25,52,164,1
25,53,67,1
25,53,89,1
25,53,113,1
25,53,195,1
25,54,74,1
25,54,103,1
25,54,122,1
25,54,127,1
25,54,130,1
25,54,159,1
25,54,163,1
25,54,185,1
25,54,189,1
25,55,87,1
25,55,90,1
25,55,105,1
25,55,124,1
25,55,135,1
25,55,151,1
25,55,168,1
25,56,68,1
25,56,96,2
25,56,100,1
25,56,124,1
25,56,154,1
25,56,191,1
25,57,89,1
25,57,90,1
25,57,92,1
25,57,115,1
25,57,146,1
25,57,174,1
25,57,188,1
25,57,195,1
25,58,59,1
25,58,83,1
25,58,86,1
25,58,122,1
25,58,123,1
25,58,131,1
25,58,146,1
25,58,168,1
25,58,177,1
25,59,73,1
25,59,76,1
25,59,110,1
25,59,111,1
25,59,126,1
25,59,129,1
25,59,181,1
25,60,72,1
25,60,76,1
25,60,82,1
25,60,95,1
25,60,116,1
25,60,137,1
25,60,139,2
25,60,150,1
25,60,151,1
25,60,152,1
25,60,160,1
25,60,162,2
25,61,71,1
25,61,77,1
25,61,89,1
25,61,111,1
25,62,91,1
25,62,99,1
25,62,105,1
25,62,116,1
25,62,171,1
25,63,69,1
25,63,70,1
25,63,84,1
25,63,91,1
25,63,130,1
25,63,144,1
25,63,145,1
25,63,151,1
25,63,189,1
25,64,109,1
25,64,141,1
25,64,166,1
25,64,175,1
25,64,178,1
25,65,108,1
25,65,111,1
25,65,118,1
25,65,138,2
25,65,145,1
25,65,152,1
25,65,154,1
25,65,166,1
25,65,167,1
25,65,176,1
25,65,178,1
25,65,185,2
25,65,188,2
25,65,193,1
25,66,91,1
25,66,134,1
25,66,142,1
25,66,144,1
25,66,145,2
25,66,189,1
25,67,94,1
25,67,97,1
25,67,112,1
25,67,165,1
25,67,167,1
25,67,173,1
25,67,184,1
25,67,192,1
25,67,196,1
25,68,100,1
25,68,109,1
25,68,158,1
25,68,175,1
25,68,185,1
25,68,197,1
25,69,91,2
25,69,94,1
25,69,108,1
25,69,144,1
25,69,184,1
25,69,194,1
25,70,78,1
25,70,102,1
25,70,136,1
25,70,158,1
25,70,173,1
25,70,193,1
25,70,195,1
25,70,199,1
25,71,97,1
25,71,111,1
25,71,115,3
25,71,118,1
25,71,136,1
25,71,140,1
25,71,155,2
25,71,174,1
25,72,74,2
25,72,91,1
25,72,105,1
25,72,134,1
25,72,138,1
25,72,158,1
25,72,159,1
25,72,164,1
25,72,174,1
25,72,176,1
25,72,182,1
25,72,194,1
25,73,77,1
25,73,97,1
25,73,163,1
25,73,164,2
25,73,165,1
25,73,177,2
25,73,199,1
25,74,78,1
25,74,83,1
25,74,97,1
25,74,100,1
25,74,105,1
25,74,115,1
25,74,130,1
25,74,153,1
25,74,166,1
25,74,169,1
25,74,172,2
25,74,177,1
25,74,179,1
25,74,185,1
25,74,194,1
25,75,78,1
25,75,96,1
25,75,104,1
25,75,105,1
25,75,116,1
25,75,129,1
25,75,152,1
25,75,159,1
25,75,161,1
25,75,163,1
25,75,193,1
25,75,194,1
25,75,198,1
25,76,81,1
25,76,84,1
25,76,90,1
25,76,103,1
25,76,110,1
25,76,123,1
25,76,128,1
25,76,153,1
25,77,86,1
25,77,98,1
25,77,143,1
25,77,185,1
25,77,188,1
25,77,199,1
25,78,80,2
25,78,81,1
25,78,86,1
25,78,103,2
25,78,104,1
25,78,118,1
25,78,129,1
25,78,138,1
25,78,154,1
25,78,166,1
25,78,170,1
25,79,84,1
25,79,92,1
25,79,117,1
25,79,122,1
25,79,147,1
25,79,148,1
25,79,150,1
25,80,83,1
25,80,140,1
25,80,142,1
25,80,157,1
25,80,166,1
25,80,170,1
25,80,173,1
25,80,181,1
25,80,192,1
25,80,193,1
25,80,198,1
25,80,199,1
25,81,113,1
25,81,131,1
25,81,139,1
25,81,182,1
25,81,190,1
25,81,193,2
25,82,94,1
25,82,102,1
25,82,110,1
25,82,121,1
25,82,123,1
25,82,156,1
25,82,169,1
25,82,177,1
25,82,188,1
25,82,198,1
25,83,84,1
25,83,89,1
25,83,91,2
25,83,98,1
25,83,109,1
25,83,118,1
25,83,136,1
25,83,142,1
25,83,148,1
25,84,91,1
25,84,96,1
25,84,112,1
25,84,124,1
25,84,128,1
25,84,141,1
25,84,163,1
25,84,165,1
25,84,176,2
25,84,191,1
25,85,91,1
25,85,109,1
25,85,114,1
25,85,117,1
25,85,128,1
25,85,142,1
25,85,166,1
25,85,170,1
25,85,173,1
25,85,175,1
25,85,192,1
25,85,198,1
25,86,87,1
25,86,92,1
25,86,94,1
25,86,119,1
25,86,127,2
25,86,133,1
25,86,158,1
25,86,163,1
25,86,165,1
25,86,182,1
25,86,186,1
25,86,194,1
25,87,92,1
25,87,100,1
25,87,120,1
25,87,122,1
25,87,123,1
25,87,130,1
25,87,152,1
25,87,155,1
25,87,163,1
25,88,108,1
25,88,115,1
25,88,117,1
25,88,122,1
25,88,128,1
25,88,150,1
25,88,152,2
25,88,163,1
25,88,188,1
25,89,96,2
25,89,123,1
25,89,149,1
25,89,152,1
25,89,167,1
25,89,189,1
25,90,92,1
25,90,112,1
25,90,129,2
25,90,130,2
25,90,140,1
25,90,161,1
25,90,165,1
25,91,106,1
25,91,133,1
25,91,143,1
25,91,148,1
25,91,149,1
25,91,199,1
25,92,107,1
25,92,125,1
25,92,134,1
25,92,163,1
25,92,168,1
25,92,176,1
25,92,180,1
25,93,94,1
25,93,97,1
25,93,103,1
25,93,125,1
25,93,135,1
25,93,141,1
25,93,148,1
25,93,152,1
25,93,180,1
25,94,96,1
25,94,104,1
25,94,108,1
25,94,111,1
25,94,118,1
25,94,122,1
25,94,142,1
25,94,152,1
25,94,159,1
25,94,161,1
25,94,165,1
25,94,172,1
25,94,175,1
25,94,186,1
25,94,189,1
25,94,190,1
25,95,101,1
25,95,113,1
25,95,121,1
25,95,145,1
25,95,149,1
25,95,170,1
25,95,188,1
25,96,98,1
25,96,103,1
25,96,107,1
25,96,109,1
25,96,110,1
25,96,122,2
25,96,126,1
25,96,135,1
25,96,139,1
25,96,142,1
25,96,179,1
25,96,191,1
25,96,199,1
25,97,99,1
25,97,130,1
25,97,138,1
25,97,170,1
25,98,105,1
25,98,140,1
25,98,148,1
25,98,176,1
25,98,182,1
25,98,187,1
25,98,192,1
25,99,106,1
25,99,115,1
25,99,131,1
25,99,155,1
25,99,166,1
25,99,185,1
25,100,111,1
25,100,116,1
25,100,131,1
25,100,134,1
25,100,142,1
25,100,162,1
25,100,164,1
25,100,168,1
25,100,176,1
25,100,183,1
25,100,192,1
25,101,135,1
25,101,157,1
25,101,180,1
25,101,193,1
25,102,108,1
25,102,115,1
25,102,121,1
25,102,124,1
25,102,159,1
25,102,160,2
25,102,166,1
25,102,190,1
25,103,135,1
25,103,137,1
25,103,139,1
25,103,141,1
25,103,143,1
25,103,167,1
25,103,181,1
25,103,185,1
25,103,186,1
25,104,147,1
25,104,151,1
25,104,157,1
25,104,174,1
25,105,113,1
25,105,130,1
25,105,134,1
25,105,140,1
25,105,154,1
25,105,170,1
25,105,179,1
25,106,117,1
25,106,125,1
25,106,143,1
25,106,156,1
25,106,163,1
25,106,166,1
25,106,167,1
25,106,173,1
25,106,180,1
25,107,118,1
25,107,123,1
25,107,157,1
25,107,169,1
25,107,190,1
25,107,196,1
25,108,125,1
25,108,169,1
25,108,171,1
25,108,174,1
25,108,182,1
25,108,184,2
25,108,197,1
25,109,122,1
25,109,128,1
25,109,135,1
25,109,148,1
25,109,160,1
25,109,169,1
25,109,172,1
25,109,173,1
25,109,197,1
25,110,125,1
25,110,135,1
25,110,143,1
25,110,154,1
25,110,174,1
25,110,176,1
25,110,180,1
25,110,184,1
25,110,187,1
25,110,197,1
25,111,118,1
25,111,133,1
25,111,142,1
25,111,154,1
25,111,158,1
25,111,167,1
25,112,124,1
25,112,130,1
25,112,135,1
25,112,151,1
25,112,170,1
25,112,176,1
25,113,130,1
25,113,180,1
25,113,194,1
25,113,195,1
25,113,197,1
25,114,124,1
25,114,128,1
25,114,136,1
25,114,182,1
25,114,194,2
25,115,133,1
25,115,149,1
25,115,151,1
25,115,155,1
25,115,163,1
25,115,165,1
25,115,167,1
25,115,178,1
25,115,184,1
25,115,194,1
25,115,198,1
25,116,120,1
25,116,134,1
25,116,143,1
25,116,145,2
25,116,153,1
25,116,154,1
25,116,183,1
25,117,119,1
25,117,122,1
25,117,131,1
25,117,135,1
25,117,140,1
25,117,163,1
25,117,195,1
25,118,142,1
25,119,127,1
25,119,129,2
25,119,148,1
25,119,150,1
25,119,152,1
25,119,156,1
25,119,158,1
25,119,159,1
25,119,161,1
25,120,127,1
25,120,140,1
25,120,141,1
25,120,162,1
25,120,174,1
25,120,189,1
25,121,131,1
25,121,183,1
25,121,189,1
25,122,145,1
25,122,176,1
25,122,182,1
25,123,124,1
25,123,139,1
25,123,151,1
25,123,158,1
25,123,179,1
25,124,149,1
25,124,153,1
25,124,163,1
25,124,179,1
25,125,140,1
25,125,148,1
25,125,151,1
25,125,155,1
25,125,171,1
25,125,173,1
25,125,176,1
25,125,179,1
25,125,195,1
25,126,129,1
25,126,135,1
25,126,150,1
25,126,157,1
25,126,176,1
25,126,186,1
25,126,188,1
25,126,189,1
25,126,195,1
25,127,150,1
25,127,151,1
25,127,159,1
25,127,161,1
25,127,168,1
25,127,178,1
25,127,180,1
25,127,191,1
25,127,197,1
25,128,138,1
25,128,143,1
25,128,158,1
25,128,167,1
25,128,183,1
25,128,190,1
25,128,198,1
25,129,150,1
25,129,192,1
25,130,185,1
25,131,137,1
25,131,144,1
25,131,148,1
25,131,150,1
25,132,143,1
25,132,172,1
25,132,173,1
25,132,178,1
25,132,182,1
25,133,137,1
25,133,165,1
25,133,189,1
25,133,191,1
25,134,157,1
25,135,157,1
25,135,184,1
25,136,143,2
25,136,144,1
25,136,170,2
25,136,174,1
25,137,138,1
25,137,144,1
25,137,152,1
25,137,168,1
25,137,189,1
25,137,194,1
25,137,197,1
25,138,153,1
25,138,172,1
25,138,176,1
25,138,185,1
25,138,187,1
25,139,140,1
25,139,147,1
25,139,159,1
25,139,166,1
25,139,176,1
25,139,178,1
25,139,180,1
25,139,181,2
25,140,145,1
25,140,148,1
25,140,151,1
25,140,161,1
25,140,164,1
25,140,175,1
25,141,147,1
25,141,157,1
25,141,164,1
25,141,192,1
25,142,151,1
25,142,169,1
25,142,171,1
25,142,186,1
25,143,146,1
25,143,147,1
25,143,163,1
25,143,193,1
25,144,156,1
25,144,157,1
25,144,164,1
25,144,172,1
25,145,160,1
25,145,165,1
25,145,177,1
25,145,178,1
25,145,184,1
25,145,193,1
25,145,194,1
25,146,175,1
25,146,185,1
25,146,194,1
25,147,150,1
25,147,168,1
25,147,176,1
25,147,177,1
25,147,180,1
25,147,196,1
25,148,162,1
25,148,163,1
25,148,165,1
25,148,192,1
25,149,173,1
25,149,180,1
25,149,197,1
25,150,159,1
25,150,161,1
25,150,172,1
25,150,175,1
25,150,178,1
25,150,182,1
25,150,184,1
25,150,187,1
25,150,198,1
25,151,152,1
25,151,173,1
25,151,185,1
25,151,193,1
25,152,164,1
25,152,178,1
25,152,196,1
25,152,199,1
25,153,154,1
25,153,161,1
25,153,186,1
25,154,171,1
25,154,172,1
25,154,181,1
25,154,199,1
25,155,165,1
25,155,173,1
25,155,189,1
25,156,160,1
25,156,161,2
25,156,165,1
25,156,170,1
25,156,182,1
25,156,186,1
25,156,190,1
25,157,171,1
25,157,187,1
25,158,180,1
25,158,181,1
25,158,189,1
25,159,160,1
25,159,162,1
25,159,168,1
25,159,178,1
25,159,180,1
25,159,183,1
25,159,196,1
25,161,178,2
25,161,186,1
25,161,197,1
25,162,169,1
25,162,192,1
25,162,194,1
25,163,185,1
25,164,177,1
25,164,198,1
25,165,171,1
25,165,177,1
25,165,180,1
25,165,197,1
25,166,171,1
25,166,177,1
25,166,187,1
25,166,193,1
25,167,173,1
25,167,195,1
25,167,196,1
25,168,176,1
25,168,178,1
25,169,180,1
25,169,181,1
25,169,182,1
25,169,185,1
25,169,195,1
25,170,185,1
25,170,198,1
25,172,175,1
25,172,196,1
25,173,180,1
25,174,191,1
25,174,194,1
25,175,178,1
25,175,182,1
25,175,187,1
25,175,194,1
25,176,182,1
25,176,193,1
25,176,197,1
25,176,199,1
25,177,184,1
25,178,183,1
25,178,184,1
25,178,194,1
25,178,195,1
25,179,180,1
25,179,198,1
25,179,199,1
25,180,186,1
25,180,191,1
25,180,197,1
25,182,183,1
25,182,194,1
25,182,198,1
25,184,188,2
25,184,194,2
25,185,199,1
25,186,199,1
25,187,196,2
25,188,197,1
25,190,193,1
25,191,193,1
25,193,195,1
26,27,29,1
26,27,34,1
26,27,42,7
26,27,53,1
26,27,58,2
26,27,59,1
26,27,68,2
26,27,69,1
26,27,86,5
26,27,89,1
26,27,109,1
26,27,119,1
26,27,121,1
26,27,123,1
26,27,135,1
26,27,144,1
26,27,147,4
26,27,151,1
26,27,155,2
26,27,156,1
26,27,173,1
26,27,175,1
26,27,177,3
26,27,192,1
26,27,199,1
26,28,32,1
26,28,36,1
26,28,38,1
26,28,49,1
26,28,56,1
26,28,69,1
26,28,71,1
26,28,95,1
26,28,111,1
26,28,114,1
26,28,115,1
26,28,131,1
26,28,132,1
26,28,135,1
26,28,143,1
26,28,148,1
26,28,160,1
26,28,175,1
26,28,194,1
26,28,195,1
26,29,35,1
26,29,36,1
26,29,42,2
26,29,60,1
26,29,62,1
26,29,73,1
26,29,74,1
26,29,85,1
26,29,92,1
26,29,114,1
26,29,120,1
26,29,141,1
26,29,153,1
26,29,163,1
26,29,165,1
26,29,175,1
26,29,180,1
26,30,34,1
26,30,42,1
26,30,48,2
26,30,53,1
26,30,55,1
26,30,67,1
26,30,72,1
26,30,78,1
26,30,100,1
26,30,106,1
26,30,107,1
26,30,117,2
26,30,131,8
26,30,140,1
26,30,163,1
26,30,177,1
26,31,35,1
26,31,39,1
26,31,40,1
26,31,58,1
26,31,83,1
26,31,96,1
26,31,109,1
26,31,115,1
26,31,124,1
26,31,148,1
26,31,152,1
26,31,157,1
26,31,162,1
26,31,170,1
26,31,171,1
26,31,174,1
26,31,190,1
26,31,193,1
26,32,39,1
26,32,47,1
26,32,70,1
26,32,91,1
26,32,99,1
26,32,104,1
26,32,105,1
26,32,109,1
26,32,119,1
26,32,121,1
26,32,144,1
26,32,154,1
26,32,172,1
26,32,174,1
26,32,178,1
26,32,193,1
26,33,40,1
26,33,46,1
26,33,49,1
26,33,66,1
26,33,67,1
26,33,70,1
26,33,71,1
26,33,78,1
26,33,79,1
26,33,110,1
26,33,121,1
26,33,127,1
26,33,131,1
26,33,143,1
26,33,156,1
26,33,159,1
26,33,164,2
26,33,196,1
26,34,36,1
26,34,51,1
26,34,62,1
26,34,84,1
26,34,86,1
26,34,98,1
26,34,100,1
26,34,109,1
26,34,116,1
26,34,120,1
26,34,130,1
26,34,152,1
26,34,161,1
26,34,169,1
26,34,175,1
26,34,188,1
26,35,38,1
26,35,48,2
26,35,49,1
26,35,52,1
26,35,55,1
26,35,56,2
26,35,57,1
26,35,59,3
26,35,60,3
26,35,67,1
26,35,82,1
26,35,83,1
26,35,84,1
26,35,85,1
26,35,86,2
26,35,94,1
26,35,101,1
26,35,102,1
26,35,107,1
26,35,108,2
26,35,111,1
26,35,125,1
26,35,128,1
26,35,144,1
26,35,175,1
26,36,44,1
26,36,48,2
26,36,49,1
26,36,67,1
26,36,74,1
26,36,78,1
26,36,92,1
26,36,98,1
26,36,100,1
26,36,115,1
26,36,120,1
26,36,159,1
26,36,175,1
26,36,185,1
26,36,186,1
26,37,47,1
26,37,48,1
26,37,65,1
26,37,138,1
26,37,141,1
26,37,142,1
26,37,143,1
26,37,155,1
26,37,165,1
26,37,172,1
26,37,175,1
26,37,195,1
26,38,71,1
26,38,90,1
26,38,92,1
26,38,111,1
26,38,120,1
26,38,128,1
26,38,138,1
26,38,150,1
26,38,187,1
26,39,40,1
26,39,43,2
26,39,47,1
26,39,48,1
26,39,64,1
26,39,68,1
26,39,88,1
26,39,141,1
26,39,145,1
26,39,156,1
26,39,174,1
26,39,192,1
26,39,196,1
26,40,84,1
26,40,95,1
26,40,112,1
26,40,120,1
26,40,124,1
26,40,138,1
26,40,146,1
26,40,157,1
26,40,199,1
26,41,55,1
26,41,84,1
26,41,93,1
26,41,128,2
26,41,133,1
26,41,154,1
26,41,179,1
26,41,189,1
26,42,55,1
26,42,65,1
26,42,68,1
26,42,73,1
26,42,75,1
26,42,84,2
26,42,85,1
26,42,89,1
26,42,120,1
26,42,125,1
26,42,136,1
26,42,143,1
26,42,155,1
26,42,161,1
26,42,163,1
26,42,177,1
26,42,186,1
26,43,66,1
26,43,87,1
26,43,90,1
26,43,112,1
26,43,124,1
26,43,125,1
26,43,127,1
26,43,132,1
26,43,144,1
26,43,161,1
26,43,168,1
26,43,170,1
26,43,175,2
26,43,184,1
26,43,187,1
26,43,198,1
26,44,66,1
26,44,108,1
26,44,116,1
26,44,143,1
26,44,144,1
26,44,148,1
26,44,170,1
26,44,171,1
26,44,174,1
26,44,186,1
26,45,51,1
26,45,78,1
26,45,119,1
26,45,126,1
26,45,141,1
26,45,143,1
26,45,145,1
26,45,171,1
26,45,178,1
26,45,180,3
26,45,183,1
26,46,57,1
26,46,69,1
26,46,72,1
26,46,76,1
26,46,127,1
26,46,152,1
26,46,161,1
26,46,168,1
26,46,172,1
26,46,177,1
26,46,179,1
26,47,50,1
26,47,54,1
26,47,55,1
26,47,60,1
26,47,86,1
26,47,93,1
26,47,95,1
26,47,103,1
26,47,107,1
26,47,123,1
26,47,138,1
26,47,150,1
26,47,152,1
26,47,180,1
26,47,190,1
26,47,193,1
26,48,56,1
26,48,59,1
26,48,79,1
26,48,85,1
26,48,87,1
26,48,97,1
26,48,108,2
26,48,114,1
26,48,124,1
26,48,131,4
26,48,133,1
26,48,154,1
26,48,155,1
26,48,163,1
26,48,179,1
26,48,188,1
26,48,189,1
26,48,193,1
26,49,59,1
26,49,65,1
26,49,83,1
26,49,94,1
26,49,108,1
26,49,111,1
26,49,124,1
26,49,146,1
26,49,155,1
26,49,160,1
26,49,188,1
26,50,52,1
26,50,64,1
26,50,86,1
26,50,90,1
26,50,98,1
26,50,128,2
26,50,129,1
26,50,133,1
26,50,146,2
26,50,168,1
26,50,170,1
26,50,192,1
26,51,79,1
26,51,82,2
26,51,88,1
26,51,137,1
26,51,155,1
26,51,156,1
26,51,167,1
26,51,169,1
26,51,176,1
26,51,195,1
26,51,197,1
26,52,63,3
26,52,64,1
26,52,72,1
26,52,75,2
26,52,88,1
26,52,108,1
26,52,112,1
26,52,131,1
26,52,134,1
26,52,135,1
26,52,163,1
26,52,166,1
26,52,176,1
26,52,190,1
26,52,198,1
26,53,85,1
26,53,100,1
26,53,107,1
26,53,131,1
26,53,148,1
26,53,151,1
26,53,159,1
26,53,177,1
26,53,187,1
26,53,195,1
26,54,79,2
26,54,106,3
26,54,124,1
26,54,142,1
26,54,144,1
26,54,152,1
26,54,178,1
26,55,61,1
26,55,78,2
26,55,94,1
26,55,95,1
26,55,105,1
26,55,133,2
26,55,135,1
26,55,164,1
26,55,167,1
26,55,175,1
26,55,187,1
26,55,192,1
26,55,198,1
26,56,57,21
26,56,59,1
26,56,64,1
26,56,65,2
26,56,80,1
26,56,89,1
26,56,103,1
26,56,108,1
26,56,120,1
26,56,128,5
26,56,157,4
26,56,164,1
26,56,175,1
26,56,177,1
26,56,196,2
26,56,197,1
26,57,59,1
26,57,64,2
26,57,71,1
26,57,72,1
26,57,82,1
26,57,84,1
26,57,94,1
26,57,98,1
26,57,100,1
26,57,108,1
26,57,120,1
26,57,128,7
26,57,131,1
26,57,133,1
26,57,143,1
26,57,147,1
26,57,157,4
26,57,160,1
26,57,161,1
26,57,163,1
26,57,166,1
26,57,174,1
26,57,182,1
26,57,183,2
26,58,59,1
26,58,60,1
26,58,66,1
26,58,79,3
26,58,85,1
26,58,95,1
26,58,107,1
26,58,109,3
26,58,117,1
26,58,118,1
26,58,119,1
26,58,121,3
26,58,122,2
26,58,126,1
26,58,137,1
26,58,148,1
26,58,154,1
26,58,155,2
26,58,166,2
26,58,176,1
26,58,177,1
26,58,196,1
26,59,60,2
26,59,86,1
26,59,112,1
26,59,126,1
26,59,137,1
26,59,140,1
26,59,142,1
26,59,166,1
26,59,174,1
26,59,177,1
26,60,74,1
26,60,76,1
26,60,77,1
26,60,86,1
26,60,94,1
26,60,102,1
26,60,106,1
26,60,108,1
26,60,116,1
26,60,117,1
26,60,121,1
26,60,126,2
26,60,128,5
26,60,134,1
26,60,148,1
26,60,150,2
26,60,163,1
26,60,175,1
26,60,195,1
26,60,198,1
26,61,69,1
26,61,79,1
26,61,86,1
26,61,91,1
26,61,127,1
26,61,129,1
26,61,175,1
26,61,183,1
26,62,66,1
26,62,74,1
26,62,127,1
26,62,133,1
26,62,158,1
26,62,159,1
26,62,178,1
26,62,197,1
26,62,198,1
26,63,70,1
26,63,76,1
26,63,81,1
26,63,83,1
26,63,85,1
26,63,87,1
26,63,103,1
26,63,116,2
26,63,149,1
26,63,168,1
26,63,170,1
26,63,186,1
26,63,187,1
